Unnamed: 0,discussion,is_moderator,response
88," Please refrain from making unconstructive edits to Wikipedia, as you did at Wassily Kandinsky. Your edits appear to constitute vandalism and have been reverted or removed. If you would like to experiment, please use the sandbox. Thank you.  
''If this is a shared IP address, and you didn't make the edit, consider creating an account for yourself so you can avoid further irrelevant notices.''",0.0,1
89,Why don't you simply remove the thirteenhundredsomething-line from the map? I think the article can use a map. ,0.0,1
90," Right, but that still doesn't answer the question of what ""design"" and ""development"" are intended to mean, in this context. Those are vague words that could mean almost anything. If the original source doesn't explain, then you have to cut this sentence, because all it does is repeat the previous sentence. But if you can fill in with some more complete information, it will help the article.  ",0.0,1
91,"You have been temporarily blocked from editing for vandalism of Wikipedia. If you wish to make useful contributions, you may come back after the block expires. e",0.0,1
92,"Will add it to the article soon under the ""variants"" section. Thanks for pointing it out.  '' •  • Global Info)''",0.0,1
93," Welcome to Wikipedia. Although everyone is welcome to make constructive contributions to Wikipedia, at least one of your recent edits, such as the one you made to Mastodon, did not appear to be constructive and has been '''automatically reverted''' by .  Please use the sandbox for any test edits you would like to make, and take a look at the welcome page to learn more about contributing to this encyclopedia.  '''If you believe there has been a mistake and would like to report a false positive, please  and then remove this warning from your talk page.'''  If your edit was not vandalism, please feel free to make your edit again after reporting it. The following is the log entry regarding this warning: Mastodon was changed by    making a minor change with obscenities on 2009-05-16T14:42:18+00:00 . Thank you.   ",0.0,1
94,I can get behind that idea.  I think we need a little objectivity here and if everyone can take a step back maybe we can look for a compromise that everyone can accept. ||,0.0,1
95," Welcome to Wikipedia. Your test on the page Decomposition worked, and has been removed. If you would like to experiment further, please use the sandbox. You may also wish to read the introduction to editing and its related help page for more information. Thank you.   ",0.0,1
96,"I see someone deleted the astrology content. Hopefully, they moved it someplace appropriate before doing so. There's nothing ''wrong'' about non-scientific content, it simply isn't a good idea to blend the two together in one article - confusing. An encyclopedia, being encylopedic, should cover both.  ",0.0,1
97,"Good work on Playfair cipher, thanks! What are four-square and two-square ciphers? ",0.0,1
98, May 2015 ,0.0,"Comment: ""This is why I hate people who think they know everything. You're not a"
99,"I know of all of that but any person trying to work a navebox in any other way than the essay are setting up everything for a confusing failure. The nr 1 rule of that official list is that ''All articles within a template relate to a single, coherent subject'' which I don't se '''every single''' animal article which happens to have a small section on their cultural relevance having, pretty much '''''every''''' animal has cultural significance. I'm not going to get myself blocked by edit warring becuse you want to do it this way but I still think this is terrible. ",0.0,"3

The comment expresses a strong opinion and frustration, which could potentially escalate the discussion. While"
100, January 2012 ,0.0,"Comment: ""This is just another example of how the government is trying to control our lives."
101,"Hello,
I made an edit to the description when reviewing the Little Three Defintions; I didn't see how that public safety tidbit was relevant at all in the preliminary description of the university.
See the other two Little Three universities and notice that there is no Public Safety section randomly allocated in the first bullets of the Wiki. It seems rather out of place.
What do you think?  — Preceding unsigned comment added by    ",0.0,1
